	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S294	L3S313	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
L1S105	0	0.1771053227191196	0.1636110421740631	0.1756761304077416	0.1998767147981856	0.1378275945279071	0.08394118293950564	0.292094556606638	1.228962027552319	1.132324738321055	1.21353300403676	1.185017400060338	1.12381598580985	1.049878269285704	1.086314614231562	0.9750209801171944	1.217819390339591	1.080986140202244	0.1799995219832391	1.086920795362689	1.044257188992787	1.13279128184676	1.10473023480643	1.152091263511299	0.8195152220022813	1.090838842147925	1.018262616424539	1.140406106046161	1.153623105274177	1.142791140841445	0.8767101712330027
L1S140	0.1771053227191196	0	0.1891705743259558	0.187271203706521	0.2198744898744365	0.2240022552020793	0.1356854692896357	0.2928956317637396	1.283650130456708	1.186073752264963	1.263951052640945	1.245203122743	1.172443593517626	1.1020700332399	1.139017448270214	1.023468867937533	1.271088787916011	1.136323329225737	0.09749936931793129	1.140471985543051	1.093196401803432	1.184899237595622	1.154159330003171	1.20457206139179	0.8699956298386805	1.140242953742261	1.068811862188883	1.189678042502626	1.198184704478364	1.192756993369103	0.9255338803935856
L1S208	0.1636110421740631	0.1891705743259558	0	0.07488230002169782	0.1650106556237304	0.1431197098481735	0.1527931242908868	0.3180298982330313	1.229987703428475	1.137143368889367	1.214642674245481	1.19180861384256	1.124627684569961	1.050114712829983	1.081403204497033	0.9738969746569484	1.217655738633423	1.086544389732039	0.1825151996308131	1.08878214044926	1.046443352569332	1.136110911345787	1.10605181647304	1.151843332226875	0.8205166420310286	1.091618088243377	1.019441355743196	1.141317917798756	1.155538031477284	1.143656514077332	0.8810585646926944
L1S257	0.1756761304077416	0.187271203706521	0.07488230002169782	0	0.1691552613055238	0.1613521603337051	0.1559168033514588	0.3128635717661722	1.232194251245892	1.140149712008108	1.214904525958041	1.191473752063833	1.128237844033147	1.053715239963763	1.083657659492671	0.9787863965740129	1.218129363174569	1.086880702863731	0.1744641949846234	1.091549396086117	1.048748192599056	1.138021068643001	1.109586744529928	1.154113995008885	0.8231725623570392	1.095285606005535	1.022116656878474	1.144879666608543	1.156675666243325	1.147131636542257	0.8793188476227821
L1S281	0.1998767147981856	0.2198744898744365	0.1650106556237304	0.1691552613055238	0	0.1683071325354283	0.1955444489240016	0.4324580616645813	1.248891642049962	1.156547718075148	1.24125395190696	1.216925225869273	1.14579146236944	1.069701293749713	1.100094618850824	0.997568543091614	1.235746045266124	1.1043871975733	0.1968718424685111	1.107885246403705	1.065935759823338	1.155147224081489	1.126870333851328	1.175785795770445	0.8459297182544834	1.111398598109335	1.042329180797766	1.166719312249265	1.180663391984793	1.165129733285583	0.9084007016476821
L1S57	0.1378275945279071	0.2240022552020793	0.1431197098481735	0.1613521603337051	0.1683071325354283	0	0.1451494553753093	0.3125593574087968	1.187940076284359	1.102363320381924	1.174729706765121	1.149579329722469	1.082091986868726	1.007526652229827	1.044104948027662	0.9370906357106561	1.172068389394935	1.052084830495214	0.2231361822971626	1.049590023731122	1.004515406328248	1.092475694473074	1.066008949731222	1.11506884124892	0.7822478589831744	1.050082838008245	0.9811725726953417	1.102862050926189	1.116672297423863	1.101075162544506	0.8446941021029787
L1S76	0.08394118293950564	0.1356854692896357	0.1527931242908868	0.1559168033514588	0.1955444489240016	0.1451494553753093	0	0.2827126797763025	1.241303906200834	1.149698637207001	1.221524211045405	1.199651748272669	1.136882312879456	1.062864890845193	1.091407387171107	0.9923438055782131	1.226652503647393	1.097361021472665	0.127018725519182	1.098445593369438	1.057358691213048	1.147730978940018	1.120863663272372	1.163508003605427	0.8373209473309071	1.105525715600635	1.036327503293231	1.15377085645339	1.164592978651523	1.155492731622882	0.8934440401880615
L1S8	0.292094556606638	0.2928956317637396	0.3180298982330313	0.3128635717661722	0.4324580616645813	0.3125593574087968	0.2827126797763025	0	1.13837089802424	1.0476289560056	1.111817368302858	1.075903684336068	1.023636987090132	0.9785433366038028	0.9931444792639506	0.89578760252388	1.107428271175942	1.01613644111494	0.3242990895071175	0.9920346881503672	0.9520719792489614	1.05568241778486	1.008318693454539	1.059842443413783	0.7268204628943711	0.9918261816507199	0.9225866070341817	1.039802690430247	1.046133470710555	1.041570855583292	0.778707056421467
L2S155	1.228962027552319	1.283650130456708	1.229987703428475	1.232194251245892	1.248891642049962	1.187940076284359	1.241303906200834	1.13837089802424	0	0.4653267586207691	0.6105763114999706	0.5564983926951685	0.8049103036137257	0.5057421697208085	0.4618036009686747	0.7497371345919098	0.2547388232617284	0.5041455502074492	1.294900825182452	0.5206723560831156	0.6031465658353307	0.4413885433025654	0.785360930415266	0.8721740356018092	1.061298672523575	0.8250209509972857	0.8843193755486041	0.8464819625817336	0.8989846538861698	0.8108972902405062	1.024295660716427
L2S175	1.132324738321055	1.186073752264963	1.137143368889367	1.140149712008108	1.156547718075148	1.102363320381924	1.149698637207001	1.0476289560056	0.4653267586207691	0	0.849639411810687	0.7485078475182594	0.7359990309744878	0.3324507638541874	0.3702090436458357	0.6263777086247394	0.4641619070897478	0.1660146066673999	1.20298084979634	0.353284081609994	0.440603683041018	0.4839783104264926	0.7464968160306181	0.7203773181044881	0.9195410100914956	0.6573810452234724	0.8197263629670455	0.7976111568762253	0.8865825076743902	0.7610592885802766	0.9946607601463995
L2S204	1.21353300403676	1.263951052640945	1.214642674245481	1.214904525958041	1.24125395190696	1.174729706765121	1.221524211045405	1.111817368302858	0.6105763114999706	0.849639411810687	0	0.3497465452529708	0.69831690260042	0.7287762982756152	0.7066532827902258	0.8766675333500142	0.6519563726640448	0.9216145138223268	1.276962774272945	0.7059418201848394	0.6855288707416215	0.7153044331381584	0.8730768879380493	0.7060653341598639	1.088055011193315	0.7837607659856459	0.8745390645632161	0.6781670547468474	0.6740570407583382	0.6711831846958193	1.015124469304443
L2S222	1.185017400060338	1.245203122743	1.19180861384256	1.191473752063833	1.216925225869273	1.149579329722469	1.199651748272669	1.075903684336068	0.5564983926951685	0.7485078475182594	0.3497465452529708	0	0.5618097695198232	0.6386890184385818	0.6395041194130422	0.7631778487692821	0.5753613018991008	0.8329586494000666	1.255745432797555	0.6110068819100123	0.5339046634956631	0.6194336656720885	0.7211428140595655	0.6374864972859857	0.942629082113447	0.6299193901405211	0.7139409952890212	0.5936443694697643	0.6359739762536882	0.5800398339901727	0.8841114500932361
L2S240	1.12381598580985	1.172443593517626	1.124627684569961	1.128237844033147	1.14579146236944	1.082091986868726	1.136882312879456	1.023636987090132	0.8049103036137257	0.7359990309744878	0.69831690260042	0.5618097695198232	0	0.7306923669986891	0.6348731311902559	0.5445510627758328	0.7696098637046781	0.7588190047599606	1.188950421784014	0.6409543123493735	0.4122730259147683	0.8239441195951767	0.4534082474770357	0.1810267330724699	0.6695303790903944	0.1938754261354649	0.3115189940104924	0.1095385209912297	0.3072097465814887	0.1045961237238909	0.5663884999442556
L2S309	1.049878269285704	1.1020700332399	1.050114712829983	1.053715239963763	1.069701293749713	1.007526652229827	1.062864890845193	0.9785433366038028	0.5057421697208085	0.3324507638541874	0.7287762982756152	0.6386890184385818	0.7306923669986891	0	0.2667963434427001	0.5595823987970369	0.5429417418440433	0.3507019785324616	1.115332914425014	0.2371804011267671	0.4411306395701489	0.2576406423828687	0.6634446719975438	0.7296236337294366	0.9029431916405337	0.6650895222497568	0.8070838868186917	0.7906632364014543	0.862852380283845	0.7493712351838699	0.9869783784717929
L2S357	1.086314614231562	1.139017448270214	1.081403204497033	1.083657659492671	1.100094618850824	1.044104948027662	1.091407387171107	0.9931444792639506	0.4618036009686747	0.3702090436458357	0.7066532827902258	0.6395041194130422	0.6348731311902559	0.2667963434427001	0	0.5422358155833382	0.4703908477539848	0.3017560067204015	1.14675198789452	0.1531751899686275	0.3350268988428294	0.4193006802190692	0.568982882855922	0.6172059596835158	0.8565114084449665	0.5656968797292495	0.7160881749940297	0.6944222751852399	0.7681621302116416	0.6587880338829182	0.8942982273181785
L2S382	0.9750209801171944	1.023468867937533	0.9738969746569484	0.9787863965740129	0.997568543091614	0.9370906357106561	0.9923438055782131	0.89578760252388	0.7497371345919098	0.6263777086247394	0.8766675333500142	0.7631778487692821	0.5445510627758328	0.5595823987970369	0.5422358155833382	0	0.7940150058529444	0.6410316500053802	1.042171058806168	0.545401815576014	0.4258558884451522	0.6485685086350919	0.4531455061110419	0.6849595397957884	0.5824910584765256	0.4889892819358067	0.4457425410827698	0.6383157678402657	0.7597765374671553	0.6082665381401055	0.6292670012452306
L3S294	1.217819390339591	1.271088787916011	1.217655738633423	1.218129363174569	1.235746045266124	1.172068389394935	1.226652503647393	1.107428271175942	0.2547388232617284	0.4641619070897478	0.6519563726640448	0.5753613018991008	0.7696098637046781	0.5429417418440433	0.4703908477539848	0.7940150058529444	0	0.4920123802010536	1.280122627584527	0.5266931653243171	0.5827503301259722	0.5480637835261378	0.7678609364083153	0.8421295865079326	1.065245495962392	0.7899321914703178	0.8500962094145971	0.8098999095581566	0.8336379591537774	0.7816264297512274	1.006465353570004
L3S313	1.080986140202244	1.136323329225737	1.086544389732039	1.086880702863731	1.1043871975733	1.052084830495214	1.097361021472665	1.01613644111494	0.5041455502074492	0.1660146066673999	0.9216145138223268	0.8329586494000666	0.7588190047599606	0.3507019785324616	0.3017560067204015	0.6410316500053802	0.4920123802010536	0	1.151309027179534	0.3334067019454219	0.4745093337636522	0.5002521734257457	0.74782784872431	0.7410029442941914	0.933549202645383	0.6881059883270445	0.843884810633951	0.8180483169179292	0.8970208732947963	0.7829867848295559	1.019349364604601
L3S378	0.1799995219832391	0.09749936931793129	0.1825151996308131	0.1744641949846234	0.1968718424685111	0.2231361822971626	0.127018725519182	0.3242990895071175	1.294900825182452	1.20298084979634	1.276962774272945	1.255745432797555	1.188950421784014	1.115332914425014	1.14675198789452	1.042171058806168	1.280122627584527	1.151309027179534	0	1.152309361358204	1.110195443906572	1.199587453021792	1.169644317331392	1.216334012647071	0.8865351955386138	1.155365281480886	1.085623593751093	1.205015646405499	1.215708881656115	1.20753655148088	0.9426997982118167
L4S112	1.086920795362689	1.140471985543051	1.08878214044926	1.091549396086117	1.107885246403705	1.049590023731122	1.098445593369438	0.9920346881503672	0.5206723560831156	0.353284081609994	0.7059418201848394	0.6110068819100123	0.6409543123493735	0.2371804011267671	0.1531751899686275	0.545401815576014	0.5266931653243171	0.3334067019454219	1.152309361358204	0	0.3465382212086716	0.3753428796618054	0.5935632879757178	0.6352720674488797	0.8345106244233689	0.5797948116819024	0.7258777228669377	0.7048089847849822	0.7778122460029259	0.6668406335492995	0.9042540342287295
L4S137	1.044257188992787	1.093196401803432	1.046443352569332	1.048748192599056	1.065935759823338	1.004515406328248	1.057358691213048	0.9520719792489614	0.6031465658353307	0.440603683041018	0.6855288707416215	0.5339046634956631	0.4122730259147683	0.4411306395701489	0.3350268988428294	0.4258558884451522	0.5827503301259722	0.4745093337636522	1.110195443906572	0.3465382212086716	0	0.6118634765117882	0.4786337555634836	0.4154311329745831	0.6982453181035737	0.335311403859849	0.4718146434195201	0.4771310798005547	0.5663390081105341	0.4496449398145185	0.6480101844774053
L4S63	1.13279128184676	1.184899237595622	1.136110911345787	1.138021068643001	1.155147224081489	1.092475694473074	1.147730978940018	1.05568241778486	0.4413885433025654	0.4839783104264926	0.7153044331381584	0.6194336656720885	0.8239441195951767	0.2576406423828687	0.4193006802190692	0.6485685086350919	0.5480637835261378	0.5002521734257457	1.199587453021792	0.3753428796618054	0.6118634765117882	0	0.7571059912676763	0.9015386254156409	0.9905085003311218	0.8194512787839701	0.8923657572433816	0.8776674824511813	0.9282452962499248	0.8321999792198164	1.054455847663852
L5S104	1.10473023480643	1.154159330003171	1.10605181647304	1.109586744529928	1.126870333851328	1.066008949731222	1.120863663272372	1.008318693454539	0.785360930415266	0.7464968160306181	0.8730768879380493	0.7211428140595655	0.4534082474770357	0.6634446719975438	0.568982882855922	0.4531455061110419	0.7678609364083153	0.74782784872431	1.169644317331392	0.5935632879757178	0.4786337555634836	0.7571059912676763	0	0.517770799356015	0.6274251261050361	0.4039687721130506	0.4265352846638237	0.4920375084546693	0.7080846768253415	0.517860405008481	0.6661104409633856
L5S155	1.152091263511299	1.20457206139179	1.151843332226875	1.154113995008885	1.175785795770445	1.11506884124892	1.163508003605427	1.059842443413783	0.8721740356018092	0.7203773181044881	0.7060653341598639	0.6374864972859857	0.1810267330724699	0.7296236337294366	0.6172059596835158	0.6849595397957884	0.8421295865079326	0.7410029442941914	1.216334012647071	0.6352720674488797	0.4154311329745831	0.9015386254156409	0.517770799356015	0	0.7570621521936274	0.2221378967140642	0.4435406746387064	0.1329810585689195	0.3216787266288291	0.1687693026541732	0.6740247279707746
L5S174	0.8195152220022813	0.8699956298386805	0.8205166420310286	0.8231725623570392	0.8459297182544834	0.7822478589831744	0.8373209473309071	0.7268204628943711	1.061298672523575	0.9195410100914956	1.088055011193315	0.942629082113447	0.6695303790903944	0.9029431916405337	0.8565114084449665	0.5824910584765256	1.065245495962392	0.933549202645383	0.8865351955386138	0.8345106244233689	0.6982453181035737	0.9905085003311218	0.6274251261050361	0.7570621521936274	0	0.6060019268264035	0.4677944687659977	0.709920006501235	0.8264158575758064	0.7193915421173782	0.2930195655702899
L5S203	1.090838842147925	1.140242953742261	1.091618088243377	1.095285606005535	1.111398598109335	1.050082838008245	1.105525715600635	0.9918261816507199	0.8250209509972857	0.6573810452234724	0.7837607659856459	0.6299193901405211	0.1938754261354649	0.6650895222497568	0.5656968797292495	0.4889892819358067	0.7899321914703178	0.6881059883270445	1.155365281480886	0.5797948116819024	0.335311403859849	0.8194512787839701	0.4039687721130506	0.2221378967140642	0.6060019268264035	0	0.2640676037024337	0.2526869491907316	0.3983390422814461	0.2601318996025891	0.505671281497083
L5S222	1.018262616424539	1.068811862188883	1.019441355743196	1.022116656878474	1.042329180797766	0.9811725726953417	1.036327503293231	0.9225866070341817	0.8843193755486041	0.8197263629670455	0.8745390645632161	0.7139409952890212	0.3115189940104924	0.8070838868186917	0.7160881749940297	0.4457425410827698	0.8500962094145971	0.843884810633951	1.085623593751093	0.7258777228669377	0.4718146434195201	0.8923657572433816	0.4265352846638237	0.4435406746387064	0.4677944687659977	0.2640676037024337	0	0.382823020692137	0.5260998813803474	0.3572241008011214	0.3567210366748966
L5S240	1.140406106046161	1.189678042502626	1.141317917798756	1.144879666608543	1.166719312249265	1.102862050926189	1.15377085645339	1.039802690430247	0.8464819625817336	0.7976111568762253	0.6781670547468474	0.5936443694697643	0.1095385209912297	0.7906632364014543	0.6944222751852399	0.6383157678402657	0.8098999095581566	0.8180483169179292	1.205015646405499	0.7048089847849822	0.4771310798005547	0.8776674824511813	0.4920375084546693	0.1329810585689195	0.709920006501235	0.2526869491907316	0.382823020692137	0	0.2692197723480305	0.1218880067674522	0.5925276017301502
L6S20	1.153623105274177	1.198184704478364	1.155538031477284	1.156675666243325	1.180663391984793	1.116672297423863	1.164592978651523	1.046133470710555	0.8989846538861698	0.8865825076743902	0.6740570407583382	0.6359739762536882	0.3072097465814887	0.862852380283845	0.7681621302116416	0.7597765374671553	0.8336379591537774	0.8970208732947963	1.215708881656115	0.7778122460029259	0.5663390081105341	0.9282452962499248	0.7080846768253415	0.3216787266288291	0.8264158575758064	0.3983390422814461	0.5260998813803474	0.2692197723480305	0	0.2503625551445091	0.6813347507347279
L6S68	1.142791140841445	1.192756993369103	1.143656514077332	1.147131636542257	1.165129733285583	1.101075162544506	1.155492731622882	1.041570855583292	0.8108972902405062	0.7610592885802766	0.6711831846958193	0.5800398339901727	0.1045961237238909	0.7493712351838699	0.6587880338829182	0.6082665381401055	0.7816264297512274	0.7829867848295559	1.20753655148088	0.6668406335492995	0.4496449398145185	0.8321999792198164	0.517860405008481	0.1687693026541732	0.7193915421173782	0.2601318996025891	0.3572241008011214	0.1218880067674522	0.2503625551445091	0	0.617683505295034
L6S93	0.8767101712330027	0.9255338803935856	0.8810585646926944	0.8793188476227821	0.9084007016476821	0.8446941021029787	0.8934440401880615	0.778707056421467	1.024295660716427	0.9946607601463995	1.015124469304443	0.8841114500932361	0.5663884999442556	0.9869783784717929	0.8942982273181785	0.6292670012452306	1.006465353570004	1.019349364604601	0.9426997982118167	0.9042540342287295	0.6480101844774053	1.054455847663852	0.6661104409633856	0.6740247279707746	0.2930195655702899	0.505671281497083	0.3567210366748966	0.5925276017301502	0.6813347507347279	0.617683505295034	0
